,headlines,text,source,link
13280,"Russian scientists mock Elon Musk, launch toy car to space","Russian scientists conducted successful tests of their first automatic stratostat drifting with a toy car, apparently mocking billionaire entrepreneur Elon Musk. Musk had launched his own cherry-red Tesla Roadster car in his aerospace startup SpaceX's Falcon Heavy rocket's first flight with a dummy 'Starman'. Russian scientists' toy car carried a cutout of Roscosmos chief Dmitry Rogozin to space.",NewsBytes,https://www.newsbytesapp.com/timeline/Science/47500/215680/russia-launches-red-toy-car-to-mock-musk?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13282,"Open for talks with Mamata, will decide venue later: Doctors","Junior doctors of NRS Medical College have said they're open for talks with West Bengal CM Mamata Banerjee while adding, ""If... meeting is to be held, we'll discuss venue in general body meeting."" The doctors earlier turned down an invite for a closed-door meeting. They also refuted Mamata's claims that some of their colleagues visited her at the state secretariat.",Twitter,https://twitter.com/ANI/status/1139984402765627392?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1139984402765627392&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fzeenews.india.com%2Findia%2Fdoctors-continue-strike-say-open-for-talks-with-wb-cm-but-will-decide-venue-later-2211907.html&utm_source=inshorts
13283,Putin gifts Xi box full of ice cream on his 66th birthday,"Russian President Vladimir Putin presented his Chinese counterpart Xi Jinping with a box full of ice cream for his 66th birthday before a summit in Tajikistan on Saturday. ""Happy birthday, my best wishes... I am delighted to have a friend like you,"" Putin told Xi. Replying to Putin, Xi said, ""You enjoy great authority in the hearts of Chinese people.""",Reuters,https://www.reuters.com/article/us-china-russia-xi/russias-putin-gives-chinas-xi-ice-cream-on-his-66th-birthday-idUSKCN1TG05T?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13284,Trump admin still owes $7 million for 2017 inauguration: Report,"US President Donald Trump's administration and Congress reportedly owe District of Columbia over $7 million in expenses from the 2017 presidential inauguration. Of the $20 million Congress had appropriated for the inauguration, about $14 million was spent on policy deployments, $3.6 million was allocated for fire and emergency medical services and $2.2 million went toward transportation services.",Reuters,https://www.reuters.com/article/us-usa-trump-inauguration/trump-administration-owes-dc-government-7-million-for-inauguration-washington-post-idUSKCN1TG0HK?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13285,New mango variety named after Home Minister Amit Shah,"A new variety of mango has been named after Home Minister Amit Shah by celebrated mango grower, Haji Kalimullah. The new variety will be ""good in weight and taste"" and will be called 'Shah' mango. Kalimullah said he has been impressed by Shah's personality, ""who possesses the ability to weave the social fabric and bring people on to one platform.""",India.com,https://www.india.com/buzz/after-modi-mango-heres-a-new-variety-of-mango-shah-named-after-amit-shah-3689730/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13286,Samsung Galaxy Fold launch further delayed beyond July: Report,"South Korean technology giant Samsung has reportedly further extended the launch of its foldable smartphone Galaxy Fold beyond July. The smartphone was originally set to release on April 26, but Samsung indefinitely delayed the device after multiple review units experienced display issues. Samsung CEO DJ Koh had earlier in May said, ""We will not be too late.""",BGR,https://www.bgr.in/news/samsung-galaxy-fold-launch-delayed-beyond-july-report/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13287,Maharashtra's six districts to be diesel-free: Nitin Gadkari,"Road Transport and Highways Minister Nitin Gadkari on Friday said that he has taken up an initiative of making six districts in Maharashtra diesel-free for a period of five years. The selected districts include Nagpur, Bhandara, Gondia, Chandrapur, Gadchiroli and Wardha. ""I have set up six factories where bio-CNG will be made for trucks and buses,"" he added.",ANI,https://www.aninews.in/news/national/politics/maharashtras-six-districts-to-be-diesel-free-says-nitin-gadkari20190614143318/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13288,Rahul should get married to become stronger: Ramdas Athawale,"Union Minister Ramdas Athawale on Saturday gave a piece of advice to Congress President Rahul Gandhi saying that the leader should get married to become ""stronger"". His comment came after reports re-surfaced claiming Rahul being adamant on his resignation as party chief. Praising Rahul's efforts, Athawale further said that he ""worked hard"" during the Lok Sabha elections.",Times Now,https://www.timesnownews.com/india/article/rahul-gandhi-needs-to-become-stronger-he-should-get-married-union-minister-ramdas-athawale/437536?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13289,Sena appoints Vinayak Raut as leader of party in Lok Sabha,"The Shiv Sena on Saturday appointed Member of Parliament from Maharashtra's Ratnagiri-Sindhudurg constituency, Vinayak Raut, as the leader of the party in the Lok Sabha. Raut was previously elected as a member of the Maharashtra Legislative Assembly from Vile-Parle for 1999-2004. Shiv Sena has a strength of 18 members in the 17th Lok Sabha.",Hindustan Times,https://www.hindustantimes.com/india-news/shiv-sena-appoints-vinayak-raut-as-party-leader-for-lok-sabha/story-wxEC4icGedTysiP3JT7S4N.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13292,Lucknow Development Authority building road using plastic waste,"In a first, the Lucknow Development Authority (LDA) is constructing a road using plastic waste. ""Mixing plastic waste increases the durability of roads by 40-50%. They'll be durable for a longer time,"" chief engineer Indu Shekhar Singh said. He added, ""LDA will be following all the guidelines of the Central Road Research Institute (CRRI) in the construction of this road.""",ANI,https://www.aninews.in/news/national/general-news/in-a-first-lucknow-gets-road-constructed-using-plastic-waste20190616085322/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13294,Terrorism has shrunk in Valley: J&K Guv at NITI Aayog meet,"Addressing the 5th Governing Council meeting of NITI Aayog, Jammu and Kashmir Governor Satya Pal Malik has claimed that terrorism has shrunk in the Valley as the people of the state aren't giving shelter to militants. Malik said that the time has come to focus on the state's development. He added, ""We also need to focus on agricultural products.""",The Quint,https://www.thequint.com/news/hot-news/terrorism-has-shrunk-in-kashmir-governor?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13295,India imposes retaliatory tariffs on 28 US products,"India has decided to impose retaliatory tariffs on 28 US products, including almonds, apples and walnuts, after the US withdrew duty-free benefits for Indian exporters. India announced these higher tariffs in June 2018 after the US refused to exempt it from new steel and aluminium tariffs. India is the largest buyer of US almonds and second-largest buyer of US apples.",Reuters,https://in.reuters.com/article/us-usa-trade-india/india-to-impose-retaliatory-tariff-on-28-u-s-goods-from-sunday-government-statement-idINKCN1TG0H0?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13296,"Rishabh Pant joins Team India in Manchester, says 'Good to be back'","Wicketkeeper Rishabh Pant took to Twitter to share a picture of himself after joining Team India in Manchester as a cover for injured opener Shikhar Dhawan. ""Good to be back. Thank you for all your support and love India. Bharat Mata ki Jai!"" he captioned the picture. The 21-year-old was seen taking tips from MS Dhoni at the ground.",Twitter,https://twitter.com/RishabPant777/status/1139914624059314176?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13297,SL collapse from 205/3 to 247/10 as Aus win their 4th 2019 WC match,"Australia registered their fourth victory in 2019 World Cup after defeating Sri Lanka by 87 runs at The Oval on Saturday. Sri Lanka, who were 205/3 at one stage, were dismissed for 247 as fast bowlers Mitchell Starc and Kane Richardson took seven wickets between them. Australia have now defeated Sri Lanka in eight of their 10 World Cup matches.",Cricket World Cup,https://www.cricketworldcup.com/match/8211?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13299,"Told friends don't ask me for passes, watch India-Pak on TV: Kohli","Captain Virat Kohli, in a press conference ahead of India-Pakistan 2019 World Cup match, said he told his friends to watch the match on TV and not ask him for passes. ""If you start the process of organising tickets or passes...then there's no end to it,"" he added. ""I prefer there aren't many people asking for passes,"" he further said.",Twitter,https://twitter.com/BCCI/status/1139910434410995713?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13300,Want India to win match against Pak: Pak captain's uncle in UP,"Mahmood Hassan, the maternal uncle of Pakistan cricket team captain Sarfaraz Ahmed, on Saturday said, ""I want India to win the match against Pakistan."" He added, ""I also wish my nephew to perform well in the match tomorrow so that he remains the captain of his team."" Sarfaraz Ahmed's uncle Mahmood Hassan lives in Uttar Pradesh's Etawah.",ANI,https://twitter.com/ANINewsUP/status/1139887917676081158?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13301,Haryana Roadways bus tried to kill me: Shooter Bhaker on accident,"India's 17-year-old shooter Manu Bhaker survived a road accident after a speeding bus hit the car she was in. Bhaker took to Twitter to share a picture of the damaged car, writing, ""Haryana Roadways tried to kill me. Running Rush drive and overtaking on very high speed...Bus no. 5483...Driver name Mohan...said he has to reach Chandigarh and can't wait!""",Twitter,https://twitter.com/realmanubhaker/status/1139867984069943296?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13302,Gujarat MLA Jignesh Mevani booked for 'fake' video defaming school,"Gujarat MLA Jignesh Mevani has been booked for allegedly sharing a fake video on social media and defaming a private school. On May 20, Mevani shared a video showing a half-naked student being beaten up by someone, who he claimed was the school's teacher. The school's principal lodged a case against Mevani, saying the video was not from her school.",Hindustan Times,https://www.hindustantimes.com/india-news/mla-jignesh-mevani-booked-for-defaming-school-through-fake-video/story-p8nkoPjnQgNpxWBKZlWJ3J.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13303,34-yr-old Kerala woman police officer burnt to death; attacker in ICU,"A 34-year-old woman Civil Police Officer in Kerala's Alappuzha on her way home was burnt to death after she was stabbed and set on fire by a man in broad daylight on Saturday. The attacker has been identified as Ajaz, a police officer posted at Aluva traffic station. Ajaz also suffered burn injuries and is being treated in ICU.",The News Minute,https://www.thenewsminute.com/article/kerala-horror-man-stabs-34-yr-old-woman-cop-burns-her-death-103697?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13304,Railways withdraws proposal to offer massage after negative feedback,"The Railways today said the proposal on providing head, neck and foot massages to passengers of 39 trains originating from Indore had been withdrawn. The services were proposed to be offered into three categories gold, diamond and platinum. The decision was taken after Western Railways received negative feedback from passengers and a BJP MP wrote to Railways Minister Piyush Goyal.",Hindustan Times,https://www.hindustantimes.com/india-news/under-fire-railways-to-withdraw-massage-services-proposal-on-trains/story-Pbz1pk7ZfqrA7Bl1Co2kzO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13305,MP makes buying 2 helmets mandatory for registering two-wheelers,The Madhya Pradesh government has issued a directive that mandates buyers of two-wheelers to purchase two helmets and show the receipt to the Transport Department to get their vehicle registered. The Transport Department has also instructed automobile dealers to sell/provide helmets along with the two-wheelers. The state government's move aims to curb the rise in road accidents.,The Quint,https://www.thequint.com/news/hot-news/to-register-your-vehicle-in-mp-first-buy-2-helmets?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13307,"Ivanka Trump, husband made up to $135 mn last year while in govt","Ivanka Trump and husband Jared Kushner earned up to $135.1 million last year in outside income while working as unpaid senior advisers to her father, President Donald Trump. Ivanka made $4 million from her 7.5% stake in her father's Washington hotel last year. She also made at least $1 million from her line of branded apparel, jewellery and other merchandise.",The Guardian,https://www.theguardian.com/us-news/2019/jun/14/ivanka-trump-jared-kushner-revenue-income-2018?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13308,Trump warns of massive stock market crash if he's not re-elected,"President Donald Trump on Saturday warned that US would face a massive stock market crash if he's not re-elected in 2020. ""If anyone but me takes over...there will be a Market Crash the likes of which has not been seen before!"" the 73-year-old tweeted. The Dow Jones index, whose performance Trump often references, last peaked over eight months ago.",Livemint,https://www.livemint.com/news/world/donald-trump-warns-of-epic-stock-market-crash-if-he-s-not-re-elected-1560611829255.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13310,Ex-chemistry teacher now Asia's richest self-made woman at $10.5 bn,"China's Zhong Huijuan, a former chemistry teacher who founded Hansoh Pharmaceutical in 1995, became Asia's wealthiest self-made woman with a $10.5-billion fortune, according to Bloomberg. Hansoh, in which she holds a 68% stake, surged 37% during its first day of trading. Zhong's wealth has now surpassed her husband Sun Piaoyang's separate $9.4-billion fortune from his pharma firm Jiangsu Hengrui.",The New Indian Express,http://www.newindianexpress.com/good-news/2019/jun/15/ex-chemistry-teacher-becomes-richest-self-made-woman-in-asia-with-105-billion-fortune-1990622.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13311,"Instagram is made to make you feel bad, says Madonna","American singer-songwriter Madonna, at a recent interview, said, ""I think Instagram is made to make you feel bad."" ""People are a slave to winning other's approvals...I refuse to bend a knee to convention and what society expects of me as a woman,"" she said. ""You get caught up in comparing yourself to other people,"" the 60-year-old artiste further added.",The Guardian,https://www.theguardian.com/music/2019/jun/15/madonna-becomes-latest-artist-to-call-out-instagram?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13313,Rahul most technically-gifted batsman in the Indian team: Lara,"Former West Indies cricketer Brian Lara said that according to him KL Rahul is the most technically-gifted batsman in the Indian team. ""In the event of a top-order collapse, Rahul can repair the damage,"" Lara added. ""India is strong in all departments. Jasprit Bumrah is the best limited-overs fast bowler in the world,"" Lara said about the Indian team.",CricTracker,https://www.crictracker.com/brian-lara-terms-kl-rahul-most-technically-gifted-batsman?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13314,Caster Semenya rejects Diamond League 800m invitation,"Two-time Olympic champion Caster Semenya will not run the 800m race at the Diamond League in Rabat on Sunday as she declined the organisers' invitation. ""She received an invitation but is unable to organise her schedule to come to Rabat,"" organiser Alain Blondel said. Semenya has been named in South Africa's preliminary squad for the World Championships later this year.",Hindustan Times,https://www.hindustantimes.com/other-sports/caster-semenya-declines-rabat-800m-race-organisers/story-N6t6R0yIGZjjwz4kkurr6J.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13315,It is going to be India or England: Yuvraj predicts WC winner,"On being asked to predict the winner of the ongoing World Cup 2019, former Indian international cricketer Yuvraj Singh said, ""I think we have a great chance. I definitely think, either it is going to be India or England."" ""Australia definitely is right up there. West Indies or New Zealand is possibly coming up as the fourth team,"" Yuvraj added.",Times Now,https://www.timesnownews.com/sports/cricket/article/just-retired-cricketer-yuvraj-singh-predicts-semifinalists-of-icc-world-cup/437488?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13317,US woman sues Amazon over Alexa recording kids' voices,"Amazon is facing a new lawsuit filed by a woman in US' Massachusetts on behalf of her 10-year-old daughter and children from eight other states, over Alexa recording kids' voices. It alleged Amazon holds ""a massive database of billions of voice recordings containing private details of millions of Americans."" Amazon responded saying it allows users to voluntarily delete voice recordings.",Times Now,https://www.timesnownews.com/technology-science/article/amazon-sued-again-by-a-massachusetts-woman-for-alexa-recording-kids-voices/437381?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13318,Terrorism gravest threat people face in Asia: Foreign Minister,"At the fifth Conference on Interaction and Confidence Building Measures in Asia (CICA) Summit on Saturday, Foreign Minister S Jaishankar said that terrorism poses the ""gravest threat"" to the people in Asia. The CICA members are also victims of terrorism, he added. ""It should be clear that terrorists and their victims must never be equated,"" Jaishankar further said.",India.com,https://www.india.com/news/india/terrorism-gravest-threat-people-face-in-asia-eam-jaishankar-at-cica-summit-3690105/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13319,"Give reports on political violence, doctors' strike: MHA to WB govt","Ministry of Home Affairs (MHA) issued an advisory to the West Bengal government and sought reports on doctors' strike and measures taken to contain political violence in the state. The Ministry said, ""Unabated violence over the years is evidently a matter of deep concern."" ""Continued trend of political violence...is indicative of the failure of state's law enforcement machinery,"" MHA added.",India.com,https://www.india.com/news/india/ministry-of-home-affairs-issues-advisory-to-west-bengal-government-over-political-violence-3690017/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13320,"Rajasthan CM meets Sitharaman, seeks timely release of funds","Rajasthan CM Ashok Gehlot met Finance Minister Nirmala Sitharaman on Saturday to discuss his state's various financial issues. Gehlot said as the practice of releasing a state's share in central taxes on the first date of the month has changed, ""the states are facing financial issues"". He also requested for finance approval of seven pending drinking water projects in Rajasthan.",ANI,https://www.aninews.in/news/national/politics/rajasthan-cm-meets-finance-minister-seeks-timely-release-of-funds20190615170046/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13321,US grants sanctions waiver to Iraq to import gas from Iran,"The US has allowed Iraq to import Iranian gas for its power grid for another three months by extending a waiver to sanctions. ""An additional 120-day waiver was granted to allow Iraq to continue to pay for electricity imports from Iran,"" the US said. The US reimposed sanctions on Iran's oil industry last year after withdrawing from 2015 nuclear deal.",Reuters,https://in.reuters.com/article/usa-iran-iraq/u-s-allows-iraq-to-import-iranian-energy-for-three-more-months-idINKCN1TG09Q?feedName=worldNews&utm_campaign=fullarticle&feedType=RSS&utm_medium=referral&utm_source=inshorts
13322,We have accepted all their demands: Mamata on doctors' protest,"West Bengal CM Mamata Banerjee today addressed the media on the ongoing doctors' protest and said, ""We've accepted all their demands."" She added, ""I sent my ministers, principal secretary to meet the doctors, waited for five hours to meet doctors' delegations, but they didn't come."" Calling the assault ""unfortunate"", Mamata said the state is fully committed to take necessary steps.",The Quint,https://www.thequint.com/news/politics/kolkata-doctors-strike-mamata-banerjee-medical-students-protests-live-updates?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13323,"Finch hits highest WC score by Aus captain, breaks Ponting's record","Australia opener Aaron Finch smashed 153 runs off 132 balls against Sri Lanka in the 2019 World Cup on Saturday to record the highest ever score by an Australian captain in a World Cup match. The previous record was held by Ricky Ponting, who slammed 140 runs off 121 balls against India in the 2003 World Cup final.",Cricket World Cup,https://www.cricketworldcup.com/match/8211?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13324,Disappointed by pettiness India vs Pak match is reduced to: Bhogle,"Commentator Harsha Bhogle has criticised commercials being run in India and Pakistan for their World Cup match. ""I'm disappointed by pettiness and jingoism that #INDvsPAK at cricket is being reduced to,"" he wrote. The host broadcaster in India ran a commercial terming India as Pakistan's father, while a private channel in Pakistan mocked IAF pilot Abhinandan in its ad.",Twitter,https://twitter.com/bhogleharsha/status/1139787234763145216?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1139787234763145216&utm_campaign=fullarticle&utm_medium=referral&ref_url=https%3A%2F%2Fwww.india.com%2Fsports%2Findia-vs-pakistan-harsha-bhogle-slams-mauka-mauka-and-abhinandan-promo-ads-ahead-of-ind-vs-pak-icc-cricket-world-cup-2019-match-calls-it-petty-see-post-3689889%2F&utm_source=inshorts
13325,"Fan asks Ravichandran Ashwin to keep mankading, spinner says 'Deal'","Kings XI Punjab captain Ravichandran Ashwin was asked by a fan on Twitter to keep mankading to which the spinner replied, ""Deal"". The fan had commented on Ashwin's tweet which read, ""99 percent can't be honest to themselves. One big joy of life is to stay in denial."" Ashwin was criticised for mankading Rajasthan Royals' Jos Buttler in IPL 2019.",CricTracker,https://www.crictracker.com/ravi-ashwin-strikes-a-hilarious-deal-with-a-fan-to-keep-mankading-alive/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13326,Will invest heavily in countries where we're welcome: Huawei,"World's largest telecoms equipment supplier Huawei has said it will invest heavily in countries where it is welcomed. This comes after the US put Huawei on its 'Entity List' over alleged espionage concerns, effectively banning it from US communications networks. Huawei added rolling out 5G technology globally would be much more challenging if the US goes ahead with its sanctions.",Livemint,https://www.livemint.com/technology/tech-news/huawei-to-countries-welcome-us-in-and-we-ll-invest-big-time-1560518791252.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13327,Apple CEO Tim Cook meets Donald Trump amid US-China trade war,"Apple CEO Tim Cook on Thursday met with US President Donald Trump in the White House amid ongoing trade tensions between the US and China. Trump's meeting with Cook was disclosed by his daughter and adviser Ivanka Trump, however, the details of the conversation weren't uncovered. Notably, the US has imposed tariffs on $250-billion worth of Chinese products so far.",Reuters,https://www.reuters.com/article/us-usa-trade-china-apple/trump-talks-trade-with-apple-ceo-cook-as-china-dispute-looms-idUSKCN1TE39P?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13328,Two friends secure second and third ranks in JEE-Advanced 2019,"Two youngsters who have been friends for the last one-and-a-half years, Himanshu Gaurav Singh and Archit Bubna, on Friday secured the second and the third ranks respectively in JEE-Advanced 2019. The two studied in separate branches of the same coaching institute. ""We have learnt a lot from each other and we used to exchange insights on our preparation,"" Singh said.",Hindustan Times,https://www.hindustantimes.com/education/a-friend-in-need-two-friends-secure-second-and-third-ranks-in-jee-advanced-2019/story-lrKDL1H4U0mhlYaEUZy54J.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13329,"Was away from social media, used basic phone: JEE Advanced topper","JEE Advanced 2019 topper, Maharashtra's Kartikey Chandresh Gupta said he was away from social media for two years and used a basic Nokia phone instead of a smartphone. He obtained 346/372 marks - 121 in Mathematics, 113 in Physics and 112 in Chemistry. He said dinnertime conversations with his friends were the best part of his hostel life in Mumbai.",The Financial Express,https://www.financialexpress.com/education-2/jee-advanced-2019-topper-kartikey-chandresh-gupta-reveals-success-mantra/1607977/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13332,UK joins US in blaming Iran for attacking tankers in Gulf of Oman,"The UK has joined the US in accusing Iran of attacking two oil tankers in the Gulf of Oman on Thursday. ""No other state or non-state actor could plausibly have been responsible,"" the UK government said. The UK further blamed Iran for an attack on four oil tankers off the coast of UAE last month.",The Guardian,https://www.theguardian.com/world/2019/jun/14/us-accuses-iran-of-detaining-crew-after-oil-tanker-attack?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13333,"Swiss women burn bras, go on strike to protest inequality","Thousands of women in Switzerland turned to the streets to protest against inequality and called for equal pay, recognition of their work and greater representation in positions of power. The protesters walked off the job, burned bras and blocked traffic in the nationwide strike. This comes 28 years after Switzerland's first nationwide women's strike for equal rights.",The Guardian,https://www.theguardian.com/world/2019/jun/14/swiss-women-strike-demand-equal-pay?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13334,US baby cut out of murdered 19-year-old mother's womb dies,A baby boy cut out of his mother's womb with a butcher knife during an attack in US' Chicago has died after around two months on life support. Ochoa-Lopez was allegedly strangled with a cable after she went to a woman's house to pick up free baby clothes. Three people have been charged in the killing of the 19-year-old mother.,The Guardian,https://www.theguardian.com/us-news/2019/jun/14/a-chicago-mother-was-killed-and-her-baby-cut-from-her-womb-now-her-infant-boy-has-died?utm_term=Autofeed&utm_campaign=fullarticle&CMP=twt_b-gdnnews&utm_medium=referral&utm_source=inshorts#Echobox=1560561403
13335,28-yr-old Myanmar doctor's licence cancelled for posting bikini pics,"Myanmar's 28-year-old model and doctor Nang Mwe San will appeal against a medical council decision to revoke her licence for posting photos of herself on Facebook in bikinis. A general physician for four years, San stopped practising two years ago to pursue a modelling career. ""Did I dress in sexy outfits when I was meeting my patients? Never,"" she said.",Reuters,https://www.reuters.com/article/us-myanmar-women-doctor/myanmar-doctors-license-revoked-due-to-bikini-facebook-posts-idUSKCN1TF1XB?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13337,"Mallya, Nirav's jail cell has French windows, 24x7 water: Report","The cell at Mumbai's Arthur Road jail, where Nirav Modi and Vijay Mallya are likely to be lodged if extradited, reportedly has large French windows and a toilet with 24x7 water supply. The 300-square-foot freshly painted cell also has fans, lights and cushioned cots, reports added. The cell is located in Barrack 12, which is away from the main building.",Hindustan Times,https://www.hindustantimes.com/india-news/arthur-road-cell-for-nirav-mallya-to-have-french-windows-water/story-pntwe6swaXjHx9wscEk7pN.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13338,IIT students may file fresh suit against 'Super 30' release,"Four IIT students may file a fresh suit against the release of 'Super 30', film based on mathematician Anand Kumar. The students filed a PIL against Kumar last year stating he makes false claims about the number of his students who get into IIT. They said a film celebrating Kumar shouldn't be released as he's still facing a court case.",India.com,https://www.india.com/showbiz/hrithik-roshans-super-30-lands-in-another-controversy-iit-students-file-fresh-suit-to-stall-release-3689767/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13340,Sri Lanka first team to concede 19 tons in World Cup matches,"The Sri Lankan team became the first international cricket team to concede 19 individual centuries in World Cup matches after Australia's Aaron Finch hit a ton against Sri Lanka at the World Cup 2019 on Saturday. Zimbabwe have conceded 18 tons, while New Zealand have conceded 16 centuries in World Cup matches.",ICC,https://www.cricketworldcup.com/match/8211?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13341,Real Madrid confirm signing of 'Japanese Messi' Takefusa Kubo,"Real Madrid confirmed the signing of Japanese teenager Takefusa Kubo on Friday. Kubo, who is known as the 'Japanese Messi', will play for Madrid's B team, Castilla, next season. Kubo made his full international debut against El Salvador earlier this month and was also linked with Barcelona, Paris Saint-Germain and Premier League champions Manchester City.",Hindustan Times,https://www.hindustantimes.com/football/real-madrid-confirm-signing-of-japanese-messi-takefusa-kubo/story-UpFzdaBwCIBuHt4wWk4bYK.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13346,Take strict action against assault on doctors: Health Minister to CMs,"Health Minister Harsh Vardhan on Saturday wrote to CMs of all states and union territories asking them to take strict action against anyone who assaults doctors. ""It's state's duty to ensure safety of doctors who assure society's healthcare needs are met,"" he wrote. This comes after the recent assault on doctors in West Bengal triggered nationwide protest by medical professionals.",PIB,http://pib.nic.in/PressReleaseIframePage.aspx?utm_campaign=fullarticle&utm_medium=referral&PRID=1574694&utm_source=inshorts
13347,Pakistan says will hold talks with India on 'basis of equality',"Pakistan will hold talks with India on the ""basis of equality"", Pakistan's Foreign Minister Shah Mahmood Qureshi said. ""India has to make this decision, we are neither in haste nor troubled. When India prepares itself, it would find us prepared, but we will hold talks on the basis of equality, in a dignified manner,"" he added.",The Print,https://theprint.in/diplomacy/pakistan-says-will-hold-talks-with-india-on-basis-of-equality-up-to-new-delhi-to-decide/250455/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13348,Brazil's Supreme Court makes homophobia a crime,"Brazil's Supreme Court has voted to criminalise homophobia and transphobia in the same way as racism under the country's laws until the Congress creates a specific law for the subject. Brazil's laws banning racism were passed in 1989 and provide a jail sentence of up to five years. Notably, Brazil legalised same-sex marriages in 2013.",Reuters,https://www.reuters.com/article/us-brazil-homophobia/brazil-supreme-court-rules-homophobia-a-crime-idUSKCN1TF02N?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13349,Why is June celebrated as LGBTQ pride month around the world?,"The LGBTQ pride month is celebrated in June to commemorate the anniversary of Stonewall riots at Stonewall Inn in New York, a gathering space for LGBTQ community during the 60s. On June 28, 1969, police raided the inn, leading to the gay liberation movement in the US. 'Mother of Pride' Brenda Howard organised the first pride parade a year later.",DelhiPlanet,https://www.delhiplanet.com/2019/06/13/all-you-need-to-know-about-the-stonewall-riots-the-reason-why-june-is-celebrated-as-the-lgbt-pride-month/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
13350,Sachin reveals he played full 2009 NZ tour with fractured finger,"Ex-India batsman Sachin Tendulkar has revealed he played the entire tour of New Zealand in 2009 with a fractured finger. He added he sustained the injury in the very first match of the tour and still played the entire tour with ""huge padding protecting"" his fingers. He further said that Shikhar Dhawan is a fighter and he'll come back fighting.",Times Now,https://www.timesnownews.com/sports/cricket/article/icc-world-cup-2019-sachin-tendulkar-hails-fighter-shikhar-dhawan-backs-him-to-return-stronger/436945?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
